🇨🇳央视+凤凰,#genre#
云龙山观景台西,http://gcalic.v.myalicdn.com/gc/ylh04_1/index.m3u8
云龙山观景台南,http://gctxyc.liveplay.myqcloud.com/gc/ylh03_1_md.m3u8
趵突泉,http://gcksc.v.kcdnvip.com/gc/btq01_1/index.m3u8
厦门鼓浪屿,http://gctxyc.liveplay.myqcloud.com/gc/gly01_1_md.m3u8
玉液湖,http://gcksc.v.kcdnvip.com/gc/hkylxs02_1/index.m3u8
蓝月谷,http://gccncc.v.wscdns.com/gc/ylxs12_1/index.m3u8
印象实景,http://gccncc.v.wscdns.com/gc/hkylxs01_1/index.m3u8
千岛湖,http://gctxyc.liveplay.myqcloud.com/gc/caqdh_1_md.m3u8
黟县·西递牌坊,http://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8
乌镇·西市河,http://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
蓝印花布,http://gctxyc.liveplay.myqcloud.com/gc/zjwzlyhb_1_md.m3u8
龙形田,http://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
乌镇全景,http://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
鸣沙山山门,http://gcalic.v.myalicdn.com/gc/dhyyqyyq_1/index.m3u8
鸣沙山,http://gcksc.v.kcdnvip.com/gc/dhyyqst_1/index.m3u8
鸣沙山月牙泉,http://gcalic.v.myalicdn.com/gc/dhyyqsm_1/index.m3u8
哈尼梯田,http://gcalic.v.myalicdn.com/gc/hnttpgsz_1/index.m3u8
青海湖,http://gcalic.v.myalicdn.com/gc/qhh_1/index.m3u8
八达岭长城南七楼,http://gcalic.v.myalicdn.com/gc/bgws7_1/index.m3u8
八达岭长城北十楼,http://gccncc.v.wscdns.com/gc/bgwn10_1/index.m3u8
嘉峪关关城,http://gcalic.v.myalicdn.com/gc/jyg04_1/index.m3u8
四姑娘山幺妹峰,http://gcbsc.v.live.baishancdnx.cn/gc/sgns01_1/index.m3u8
隆珠措,http://gctxyc.liveplay.myqcloud.com/gc/sgns02_1_md.m3u8
九华山拜经台,http://gccncc.v.wscdns.com/gc/jhs02_1/index.m3u8
九华山,http://gctxyc.liveplay.myqcloud.com/gc/jhs05_1_md.m3u8
九华山花台,http://gccncc.v.wscdns.com/gc/jhs01_1/index.m3u8
天界山-玻璃栈道,http://gcalic.v.myalicdn.com/gc/blg03_1/index.m3u8
天界山-桃花湾瀑布,http://gccncc.v.wscdns.com/gc/blg05_1/index.m3u8
天山-定海神针,http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1_md.m3u8
天山-海西平台,http://gctxyc.liveplay.myqcloud.com/gc/xjtchxpt_1_md.m3u8
天山-马牙山,http://gctxyc.liveplay.myqcloud.com/gc/xjtcmys_1_md.m3u8
天山-灯杆山,http://gctxyc.liveplay.myqcloud.com/gc/xjtcdgs_1_md.m3u8
西线玻璃栈道,http://gccncc.v.wscdns.com/gc/tms05_1/index.m3u8
天门洞,http://gcalic.v.myalicdn.com/gc/tmstmd01_1/index.m3u8
天空步道,http://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8
云梦仙顶,http://gctxyc.liveplay.myqcloud.com/gc/tms04_1_md.m3u8
大容山莲花山顶,http://gctxyc.liveplay.myqcloud.com/gc/drs01_1_md.m3u8
南京玄武湖公园,http://gcksc.v.kcdnvip.com/gc/xwh01_1/index.m3u8
江苏南京牛首山,http://gctxyc.liveplay.myqcloud.com/gc/nss01_1_md.m3u8
郑东新区千玺广场,http://gctxyc.liveplay.myqcloud.com/gc/zdxq01_1_md.m3u8
湖南岳阳楼,http://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
西藏米林拉林铁路,http://gctxyc.liveplay.myqcloud.com/gc/zyqcdx01_1_md.m3u8
四川凉山邛海景区,http://gctxyc.liveplay.myqcloud.com/gc/xcqh01_1_md.m3u8
贵阳甲秀楼,http://gccncc.v.wscdns.com/gc/nxsptdmgychlr_1/index.m3u8
宁夏黄河漂流,http://gctxyc.liveplay.myqcloud.com/gc/nxspthhpl_1_md.m3u8
江苏聚龙湖,http://gctxyc.liveplay.myqcloud.com/gc/nxsptdmgy_1_md.m3u8
大研花巷观景,http://gcbsc.v.live.baishancdnx.cn/gc/ljgcdyhxgjt_1/index.m3u8
内蒙古额济纳胡杨林,http://gcksc.v.kcdnvip.com/gc/ljgcdsc_1/index.m3u8
天津滨海新区,http://gccncc.v.wscdns.com/gc/ljgcwglytylxs_1/index.m3u8
五彩池,http://gccncc.v.wscdns.com/gc/hlwcc_1/index.m3u8
黄龙·争艳彩池,http://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
黄龙望乡台,http://gcksc.v.kcdnvip.com/gc/hlwxt_1/index.m3u8
黄龙洗身洞,http://gcalic.v.myalicdn.com/gc/hlxsd_1/index.m3u8

歌曲,#genre#
大鱼海棠,http://vd3.bdstatic.com/mda-jm9x2pw13gpb4d82/sc/mda-jm9x2pw13gpb4d82.mp4
盗将行,https://vdse.bdstatic.com//8355cbc6c2fe19c5ad280869218430f5.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A03%3A13Z%2F-1%2Fhost
踏山河,https://vd2.bdstatic.com/mda-kmix79et4jp6kqbh/v1-cae/sc/mda-kmix79et4jp6kqbh.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1649150707-0-0-233a26b4db7ea27e0927dd6dafe6d38f&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=3307149948&vid=13899455109415070426&abtest=100815_2-101454_3-17451_1&klogid=3307149948
泪蛋蛋掉在酒杯杯里,https://vd2.bdstatic.com/mda-kjpcei6j0wse6kk2/v2-hknm/sc/mda-kjpcei6j0wse6kk2.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1639925069-0-0-b4e8331be2ff9e643ac929252a2f8b8b&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=17376_1-3000202_1&klogid=0869465310
喀秋莎,https://vd3.bdstatic.com/mda-mk9c6ucihe7snrqv/sc/cae_h264/1636768887723140695/mda-mk9c6ucihe7snrqv.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1646746263-0-0-c0d96aac0d8a5a3d066b69872916b58b&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0063218185&vid=1368771781598668094&abtest=100815_1-17451_1&klogid=0063218185
黄梅戏,https://vd4.bdstatic.com/mda-mie3u2ss8bq6wb0j/fhd/cae_h264_nowatermark/1631674013878177788/mda-mie3u2ss8bq6wb0j.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1631965215-0-0-c8bf8da61d6343a0387860148899baf1&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
大风吹,https://vd2.bdstatic.com/mda-mdckhy2pphrnwrw2/sc/cae_h264/1618295820/mda-mdckhy2pphrnwrw2.mp4?v_from_s=sz_haokan_4469&auth_key=1618951715-0-0-39d65c6a7b2df3ec5c41b36d79fed505&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
阿刁,https://vd2.bdstatic.com/mda-jm7cdbj2jagtz5x3/sc/mda-jm7cdbj2jagtz5x3.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D&v_from_s=sz_haokanvideoui_5488&auth_key=1612444265-0-0-f9167cb32f7878a5cd37bfcbc45ce1da&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
可可托海的牧羊人,https://vd2.bdstatic.com/mda-kkkrymnm2i5tgndt/v1-cae/1080p/mda-kkkrymnm2i5tgndt.mp4?auth_key=1608382073-0-0-f61c62b33c55609d6716998dcc53d358&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=7873_3-7917_1-8010_3-8012_4-8157_1
笑纳,https://vd4.bdstatic.com/mda-kmecsq39cze0d6k7/v1-cae/sc/mda-kmecsq39cze0d6k7.mp4?v_from_s=hkapp-haokan-suzhou&auth_key=1612443870-0-0-86b1b3c12894634f6585245db10a7882&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
游山恋,https://vd2.bdstatic.com/mda-kku06v4sexd8d6ch/sc/mda-kku06v4sexd8d6ch.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D&v_from_s=sz_haokan_4469&auth_key=1612443696-0-0-cde55b6a569eee42ed8438a22db711b5&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
浪子闲话,https://vd2.bdstatic.com/mda-mafi9f9ksh20jtax/v1-cae/sc/mda-mafi9f9ksh20jtax.mp4?v_from_s=sz_haokanvideoui_5488&auth_key=1612444205-0-0-57fb5c4a173c3418183670fdc9fc0ab3&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
别知己,https://vd4.bdstatic.com/mda-jk0qu5vqnjjn0qwc/sc/mda-jk0qu5vqnjjn0qwc.mp4?v_from_s=sz_haokanvideoui_5488&auth_key=1612444118-0-0-3504208a0685276a482d977f74963828&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
Andy,https://vd2.bdstatic.com/mda-kdm67be3kgw71689/mda-kdm67be3kgw71689.mp4
天下有情人,https://vd2.bdstatic.com/mda-kktyvzsi76vhhtsm/sc/mda-kktyvzsi76vhhtsm.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1640754429-0-0-cf6235d027cfcf0edafb74bdf246788f&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=17376_1-3000202_1&klogid=2228888172
一生所爱,https://vd2.bdstatic.com/mda-kf1nwvnhk2ia5p3w/v1-cae/sc/mda-kf1nwvnhk2ia5p3w.mp4
冲动的惩罚,https://vd3.bdstatic.com/mda-jiqx13mpwt85heie/sc/mda-jiqx13mpwt85heie.mp4
左手指月,https://vdse.bdstatic.com//b35227847ccb42d48ea6414d47087ce9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A26%3A59Z%2F-1%2Fhost%2F9ce646d3e871069b3f23e45fc92e318ac9f5b3983d1ed3d996cc228026cba11e
沙漠骆驼,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjbGM5gUon8K7eQ.mp4
成都,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgx5ei5wUoqOfenwE.mp4
金达莱花,https://vd3.bdstatic.com/mda-kfa784kawbhb8hki/sc/mda-kfa784kawbhb8hki.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1626135624-0-0-60cf3a62df17abb50076555ad072af53&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=3000165_2
Alan Walker feat. Iselin Solheim - Faded,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg9qiM5gUo-tns8Qc.mp4
(泰坦尼克号主题曲),https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_uCa4gUo7Irtnwc.mp4
隔壁老樊 Ⅰ 我曾,https://vd3.bdstatic.com/mda-jjm8i93paakzz8yj/hd/mda-jjm8i93paakzz8yj.mp4?pd=20&vt=1
Ice Paper Ⅰ 心如止水,https://vd3.bdstatic.com/mda-jmqy5wv8ffvj2z5j/hd/mda-jmqy5wv8ffvj2z5j.mp4?pd=19&vt=1
花粥 Ⅰ 纸短情长,https://vdse.bdstatic.com//e214194bf6de7f598b9873619b691fa6.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A26%3A53Z%2F-1%2Fhost%2F591e9e423bf5d139c7eac161a481a18a0ccd851124162fcb1cc55e9b2aea36c6
刘珂矣 Ⅰ 芙蓉雨,https://vdse.bdstatic.com//85593e1127a1389dc49e9b0491814df2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A58%3A05Z%2F-1%2Fhost%2Fff58fddc077c03b3076760fe6728156bf526b7060c8e061d817388b869ac2320
刘珂矣 Ⅰ 风筝误,https://vdse.bdstatic.com/c331feb0b4730b05d03793ffc024e62a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2017-05-11T09%3A02%3A31Z%2F-1%2F%2F41d81188bd164f23d0ae35e5a721b43c799caa783fde1de169616ab76271e197
杨小壮 Ⅰ 孤芳自赏,https://vdse.bdstatic.com//650fda26067e619a8632b173052b3a08.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A59Z%2F-1%2Fhost%2F861309b4a756c61dd0bad3718d9b8a27123c24838b9b4c8ec82bda2d04869c69
阿悠悠 Ⅰ 你若三冬,https://vdse.bdstatic.com/865b4e81a729189fcafe910104151a75.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F%2F572e0736b87ee3444ff2b54eb4ae655228dd4a84d9c6f7c6c588feb0ddbe1269
赵方婧|芒种,http://em.21dtv.com/songs/60178956.mkv
李袁杰 Ⅰ 醉千年,https://vd3.bdstatic.com/mda-jbjizxw5vqypff08/sc/mda-jbjizxw5vqypff08.mp4?v_from_s=nj_haokan_4469&auth_key=1618953330-0-0-87ae0d6b78d013e266c7f5d932980232&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
马健涛 Ⅰ 杀阡陌,https://vdse.bdstatic.com/17014878933308f5eb81b2a9d98783d8.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F%2Fd93a993d573ee3bcc23a02ca043066cf5106c87ccfff05e150791a903b70eb6b
阿冗 Ⅰ 你的答案,https://vdse.bdstatic.com/363480020aaa13240bbe51121d3e2a65.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F%2F092913f5016d684c2e159452cc811ca27c7e7b8d9172bcd8211c87b7cae449bd
黑龙 Ⅰ 38度6,https://vd3.bdstatic.com/mda-ij6y73qy4wa04sk6/sc/mda-ij6y73qy4wa04sk6.mp4?v_from_s=nj_haokan_4469&auth_key=1618952493-0-0-cabec584a7d5816900a1f9969898ae06&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
崔伟立|酒醉的蝴蝶,https://vd2.bdstatic.com/mda-kbgn63t05f6iiurd/sc/mda-kbgn63t05f6iiurd.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1640400373-0-0-d3822d3374aee89c0b5361c7c1fc787e&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=17376_1-3000202_1&klogid=0973742812
一曲相思,https://vd4.bdstatic.com/mda-jc6m9dce0etd8732/sc/mda-jc6m9dce0etd8732.mp4?v_from_s=sz_haokan_4469&auth_key=1618952969-0-0-609657ab5f5f55585765f0b43024db87&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
大欢|多年以后,http://em.21dtv.com/songs/60173759.mkv
誓言-求佛,http://vodcdn.video.taobao.com/oss/ali-video/f4f761d970399f186ce1f9ac6d009721/video.m3u8
陈雪凝 Ⅰ 你的酒馆对我打了烊,https://vd3.bdstatic.com/mda-ka59e4w0qxxsxnt0/hd/mda-ka59e4w0qxxsxnt0.mp4?pd=19&vt=
大壮 Ⅰ 我们不一样,https://vd3.bdstatic.com/mda-km80n7p3farpcm23/sc/mda-km80n7p3farpcm23.mp4?v_from_s=nj_haokan_4469&auth_key=1618953162-0-0-4a1b6bdbfa43fa56145868d3ff2bf5a7&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
一生与你檫肩而过,https://vd2.bdstatic.com/mda-jm69vj7ikhux4dwj/sc/mda-jm69vj7ikhux4dwj.mp4?v_from_s=sz_haokan_4469&auth_key=1618952841-0-0-9d74f64da03c723567393128b1e4d3f3&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
旧梦一场,https://vd3.bdstatic.com/mda-kfdi8nw9r5x7ymhs/sc/mda-kfdi8nw9r5x7ymhs.mp4?v_from_s=nj_haokan_4469&auth_key=1618953419-0-0-eba695a6d938ebfaffba6a5031bac57e&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=
站着等你三千年,http://cdn12.mudu.tv/uploads/106151/640_480/9f30b41065d660242797a95abaf5bff7.m3u8
生僻字,https://vd4.bdstatic.com/mda-jagbfdvzapg399qr/sc/mda-jagbfdvzapg399qr.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1651241637-0-0-d265c9c0395bb24961bcc0cac2e9bb69&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=2637178832&vid=6617030235401262855&abtest=100815_2-101454_1-101830_1-17451_2-3000222_3&klogid=2637178832
潇洒走一回,https://vd2.bdstatic.com/mda-kimsn8g3guatppbm/v1-cae/sc/mda-kimsn8g3guatppbm.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1645964810-0-0-8718fd2cbb6a77b8c9fb217291778c5b&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3410752658&vid=6999594629689084269&abtest=100815_2-3000220_4&klogid=3410752658
轻轻告诉你,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8
天竺少女,https://vd3.bdstatic.com/mda-nah7n2rcv10189f1/sc/cae_h264_delogo/1642484005487907517/mda-nah7n2rcv10189f1.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1645964869-0-0-232976f5a6f36bc4957c2c6009231b08&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3469534509&vid=14075750023012299934&abtest=100815_2-3000220_4&klogid=3469534509
风中有朵雨做的云,https://vd2.bdstatic.com/mda-idiujnnng8b0s98v/sc/mda-idiujnnng8b0s98v.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1645965311-0-0-e84db9ff4fc493d28b0fd491f83ea3e9&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0311410380&vid=9618819769037456856&abtest=100815_2-3000220_4&klogid=0311410380
捉泥鳅,https://vd4.bdstatic.com/mda-je8mwumh9nr41ipk/sc/mda-je8mwumh9nr41ipk.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1645965032-0-0-c6ba436aa38971623bc444eb86dea7c5&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0032436575&vid=1027344605449916068&abtest=100815_2-3000220_4&klogid=0032436575
蜗牛与黄鹂鸟,https://vd3.bdstatic.com/mda-kitev74s9e186dsb/sc/mda-kitev74s9e186dsb.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1651241772-0-0-a0aba495b3165616330edb4266c8292d&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=2772075680&vid=11633518504516760791&abtest=100815_2-101454_1-101830_1-17451_2-3000222_3&klogid=2772075680
荷塘月色,https://vd2.bdstatic.com/mda-mkp1ryms4mmpmp3w/sc/cae_h264/1637726132835634121/mda-mkp1ryms4mmpmp3w.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1645964483-0-0-ac57ff4840a1d1cb59815b8ff76d48f7&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3083786747&vid=4359128335044165919&abtest=100815_2-3000220_4&klogid=3083786747
他一定很爱你,https://vd3.bdstatic.com/mda-ja4jguaqk2z4gzsk/sc/mda-ja4jguaqk2z4gzsk.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1645965442-0-0-c23efb2f57347c93d43af2a5d91b5ac4&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0441920472&vid=12435322068538886594&abtest=100815_2-3000220_4&klogid=0441920472
体面,https://vdse.bdstatic.com//f18bdf41f28b68a1b0177fa5e5cdf8fe.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A29Z%2F-1%2Fhost
像我这样的人,https://vd3.bdstatic.com/mda-ka8qm8710ymkqdry/hd/mda-ka8qm8710ymkqdry.mp4?pd=20&vt=1
sheep张艺兴,https://vdse.bdstatic.com/971347deaddd6fdb5ada6e87e4722ece.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
屋顶着火宋茜,https://vd3.bdstatic.com/mda-ife08h4xpq85sg65/logo/hd/mda-ife08h4xpq85sg65.mp4?pd=19&vt=1
凉凉张碧晨杨宗纬,https://vdse.bdstatic.com//56bc61cb4f9d080708a7e74647a1c2b2.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A48%3A39Z%2F-
知否知否,http://vd3.bdstatic.com/mda-imnj0y8p1qrw232x/hd/mda-imnj0y8p1qrw232x.mp4?pd=19&vt=1
纸短情长,https://vdse.bdstatic.com//e214194bf6de7f598b9873619b691fa6.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A26%3A53Z%2F-1%2Fhost
一曲相思,https://vdse.bdstatic.com//e547b08ce3afad200eec374f3c4ee450.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A00%3A56Z%2F-1%2Fhost
我们不一样,https://vd3.bdstatic.com/mda-kaiskhuinjf4a8m4/hd/mda-kaiskhuinjf4a8m4.mp4?pd=20&vt=1
讲真的,https://vdse.bdstatic.com//9145a29aecbbf594c5b21ab1e6b14d20.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A46%3A15Z%2F-1%2Fhost
陈柯宇生僻字,http://vd2.bdstatic.com/mda-jb28qp6tauzkzpy9/hd/mda-jb28qp6tauzkzpy9.mp4
往后余生,https://vd3.bdstatic.com/mda-jatub6sb1pzwxfnb/hd/mda-jatub6sb1pzwxfnb.mp4?pd=19&vt=1
盗将行,https://vdse.bdstatic.com//8355cbc6c2fe19c5ad280869218430f5.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A03%3A13Z%2F-1%2Fhost
不仅仅是喜欢,https://vd3.bdstatic.com/mda-jhjswzf4u7tsujf1/hd/mda-jhjswzf4u7tsujf1.mp4?pd=19&vt=1
半壶纱,https://vd3.bdstatic.com/mda-kag404z097ciayha/hd/mda-kag404z097ciayha.mp4?pd=19&vt=1
下山,https://vdse.bdstatic.com/e2d35750d461a6d524080c7a3c4cb7a4.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
原版大鱼海棠,http://vd3.bdstatic.com/mda-jm9x2pw13gpb4d82/sc/mda-jm9x2pw13gpb4d82.mp4
摩登兄弟探清水河,http://vd2.bdstatic.com/mda-jg6dffnbt92877h0/sc/mda-jg6dffnbt92877h0.mp4
筷子兄弟小苹果,http://vd1.bdstatic.com/mda-hc2rwgemn6yrnvw2/mda-hc2rwgemn6yrnvw2.mp4
韩红天亮了,http://vd4.bdstatic.com/mda-iirmnjushyxxnr59/hd/mda-iirmnjushyxxnr59.mp4
李玲玉美人吟,http://vd2.bdstatic.com/mda-ijqrk6jzzyzq6wsh/sc/mda-ijqrk6jzzyzq6wsh.mp4
李玲玉天竺少女,http://vd3.bdstatic.com/mda-icktmsmht26j2399/sc/mda-icktmsmht26j2399.mp4
你的酒馆对我打了烊陈雪凝,https://vd3.bdstatic.com/mda-ka59e4w0qxxsxnt0/hd/mda-ka59e4w0qxxsxnt0.mp4?pd=19&vt=1
醉千年李袁杰,http://vd3.bdstatic.com/mda-ihai9qt3yny3sx53/hd/mda-ihai9qt3yny3sx53.mp4?pd=19&vt=1
不染,https://vd3.bdstatic.com/mda-jmceuahfwxarnh7v/hd/mda-jmceuahfwxarnh7v.mp4?pd=20&playlist=%5B%22hd%22%2C%22sc%22%5D
左手指月,https://vdse.bdstatic.com//b35227847ccb42d48ea6414d47087ce9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A26%3A59Z%2F-1%2Fhost
天地无霜,https://vdse.bdstatic.com//bd1f7fcb1263b608c60793c5c7094ce9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A25%3A13Z%2F-1%2Fhost
思慕郁可唯,https://vdse.bdstatic.com/5ec8d619d2ecb4ff832cfa252a967bb8.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
就算没有如果张杰,https://vdse.bdstatic.com//b362a1c2ecbc60b18d3dc06cdc97f142.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A58%3A51Z%2F-
浮诛张杰,https://vdse.bdstatic.com/1c2dc5580507bc1b0ef507c63b3fc461.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
望赵丽颖张碧晨,https://vdse.bdstatic.com/25f5ae931f851bf09c48abaebe5d6f8d.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
恋人心,https://vdse.bdstatic.com//e179fea2ba171a7268188a055702229d.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T15%3A18%3A42Z%2F-1%2Fhost
杀阡陌,https://vdse.bdstatic.com/17014878933308f5eb81b2a9d98783d8.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
一念一年,https://vdse.bdstatic.com/ea4ad861c3816ba29b415da2494706a1.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
余年,https://vdse.bdstatic.com/660c78b56b33dca31497de9c6921c5a6.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
只问你肯不肯,https://vdse.bdstatic.com/d4463cd83c0c47fba7ce65c71ad94bbb.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
如梦令,https://vdse.bdstatic.com/20e606730cb53b91bd4a4d2b0323e563.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
孤芳自赏,https://vdse.bdstatic.com//650fda26067e619a8632b173052b3a08.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A59Z%2F-1%2Fhost
风筝误,https://vdse.bdstatic.com/c331feb0b4730b05d03793ffc024e62a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
38度6,https://vd3.bdstatic.com/mda-jmeeqqmp5fc82mts/hd/mda-jmeeqqmp5fc82mts.mp4?pd=19&vt=1
让我留在你身边,https://vd3.bdstatic.com/mda-ka937fuwjq5nc1hd/hd/mda-ka937fuwjq5nc1hd.mp4?pd=19&vt=1
我曾,https://vd3.bdstatic.com/mda-jjm8i93paakzz8yj/hd/mda-jjm8i93paakzz8yj.mp4?pd=20&vt=1
我愿意平凡的陪在你身旁,https://vdse.bdstatic.com/570e05ef514db00b14c9c10d1aef7f1f.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z
